lambda,minimum_hankel_margin,negative_mass_fraction,nonlinear_source_norm,realizability_margin,source_norm,step,time
1.0,0.039407901186158334,0.04355760039730629,0.07916048476748416,0.00035398298831271967,14.088290305549503,1,0.0025
1.0,0.05250537629331875,0.047424245031858436,0.10381851730547687,0.0005490693166341809,13.921029873492378,2,0.005
1.0,0.06553313004932537,0.05080046994216457,0.1276042445541925,0.0007843716482651269,13.755246779174891,3,0.0075
1.0,0.07849040668678153,0.05402482406753967,0.15058410333878458,0.0010587505401639344,13.590986970434166,4,0.01
1.0,0.09137650895303429,0.05727782605424669,0.1728201706935642,0.0013682307694875366,13.428294165693833,5,0.0125
1.0,0.1041907962697386,0.06063865174311514,0.1943702102045114,0.001687429136065744,13.267209864002995,6,0.015
1.0,0.11693268290265646,0.06409514266625732,0.21528774199394599,0.0020368361415068997,13.107773358470569,7,0.0175
1.0,0.12960163614470077,0.0675327791595271,0.2356221350237519,0.0024154597806367415,12.95002175299961,8,0.02
1.0,0.1421971745150974,0.07071769586861987,0.255418720028357,0.0028223920967356143,12.793989982123389,9,0.0225
1.0,0.15471886597734397,0.07329641811918891,0.2747189210934811,0.003256802133264105,12.639710833719937,10,0.025
1.0,0.1671663261784464,0.07572164139273968,0.29356040366604713,0.0037179293083069516,12.487214974376107,11,0.0275
1.0,0.17953921671167072,0.07756889853076332,0.31197723661611504,0.004205077193205477,12.336530977174759,12,0.03
1.0,0.19183724340487385,0.07746210564535666,0.3300000658750331,0.004717607677155925,12.187685351681836,13,0.0325
1.0,0.20406015463626193,0.07543037417936325,0.3476562971422609,0.005254935499801565,12.040702575917466,14,0.035
1.0,0.21620773967923945,0.07191468563656436,0.36497028518264973,0.005816523134280617,11.89560513010313,15,0.0375
1.0,0.22827982707781236,0.06799628546346213,0.3819635273217615,0.00640187600365822,11.752413531984747,16,0.04
1.0,0.24027628305385917,0.06404336830332774,0.39865485887701585,0.007010538014141656,11.611146373542363,17,0.0425
1.0,0.2521970099473967,0.06023234281677502,0.4150606484326606,0.007642087389002089,11.471820358906395,18,0.045
1.0,0.26404194469080267,0.059661051033483986,0.431194991063653,0.008296132787601392,11.334450343311573,19,0.0475
1.0,0.27581105731783806,0.061531280958205245,0.44706989783099804,0.008972309694504554,11.199049372930054,20,0.05
1.0,0.28750434950812775,0.06262887096478878,0.46269548009742584,0.009670277064113227,11.065628725437142,21,0.0525
1.0,0.2991218531676556,0.06313745078513507,0.4780801274432791,0.01038971420683439,10.934197951173072,22,0.055
1.0,0.31066362904569034,0.06321159942094544,0.4932306781872509,0.01113031790330708,10.804764914776532,23,0.0575
1.0,0.32212976538844984,0.06297320398408772,0.5081525817333108,0.01189179973370302,10.677335837175661,24,0.06
1.0,0.3335203766296735,0.06251463895167914,0.5228500521676127,0.012673883609704152,10.551915337833485,25,0.0625
1.0,0.3448356021182244,0.06190420351545124,0.5373262127139337,0.013476303497197414,10.42850647715506,26,0.065
1.0,0.3560756048826874,0.06119160786749815,0.5515832308238483,0.014298801318279162,10.307110798973419,27,0.0675
1.0,0.36724057043288294,0.06041265871050404,0.5656224438230074,0.015141125021669666,10.187728373041487,28,0.07
1.0,0.3783307055981213,0.059592957204890315,0.5794444751627097,0.016003026811083763,10.0703578374659,29,0.0725
1.0,0.3893462374019423,0.058751241337942975,0.5930493414319343,0.01688426152164509,9.954996441027461,30,0.075
1.0,0.4002874119730364,0.05790071737797566,0.6064365503733752,0.01778458513486655,9.841640085341046,31,0.0775
1.0,0.4111544934919533,0.05714493500150128,0.6196051902170676,0.01870375342320496,9.730283366815534,32,0.08
1.0,0.4219477631731856,0.05648124477506128,0.6325540107010703,0.019641520715650895,9.620919618380634,33,0.0825
1.0,0.43266751828212535,0.05578212259872898,0.6452814961872773,0.020597638776244164,9.513540950954507,34,0.085
1.0,0.4433140711863832,0.05506118539935037,0.657785931310127,0.02157185578790413,9.408138294631334,35,0.08750000000000001
1.0,0.4538877484408832,0.05432831298450183,0.6700654596113896,0.022563915434279793,9.304701439573195,36,0.09
1.0,0.46438888990615634,0.05359067785428122,0.6821181356236337,0.023573556072858607,9.203219076594676,37,0.0925
1.0,0.47481784789917714,0.05285347995836143,0.6939419708627957,0.024600509992926112,9.103678837433671,38,0.095
1.0,0.48517498637609724,0.05212047465637262,0.705534974187382,0.025644502752327245,9.006067334702738,39,0.0975
1.0,0.4954606801461905,0.051394354651434354,0.7168951869676456,0.02670525258746513,8.910370201520168,40,0.1
1.0,0.5056753141163168,0.050677028046632835,0.7280207134942596,0.02778246989124897,8.816572130820894,41,0.10250000000000001
1.0,0.5158192825651755,0.04996982197798917,0.7389097470381447,0.02887585675414966,8.72465691434906,42,0.105
1.0,0.5258929884466337,0.049273632559006596,0.7495605919525768,0.029985106563833266,8.634607481334521,43,0.1075
1.0,0.5358968427213888,0.048589035841086384,0.7599716821873379,0.031109903659215083,8.5464059368566,44,0.11
1.0,0.5458312637162199,0.047916370291561025,0.7701415965621627,0.03224992303512069,8.460033599897956,45,0.1125
1.0,0.5556966765100806,0.04725579834113214,0.7800690711244006,0.033404830094064544,8.375471041090996,46,0.115
1.0,0.565493512346299,0.046607352466832654,0.7897530088928707,0.03457428044198511,8.292698120158354,47,0.11750000000000001
1.0,0.5752222080701024,0.04597096979176334,0.7991924872677839,0.03575791972511587,8.211694023047968,48,0.12
1.0,0.5848832055907631,0.045346518118515,0.8083867633654795,0.03695538350544165,8.13243729876117,49,0.1225
1.0,0.5944769513675958,0.044733815545359726,0.8173352775149012,0.03816629717254121,8.05490589587111,50,0.125
1.0,0.6040038959190721,0.04413264525691442,0.8260376551343951,0.03939027588987137,7.979077198726196,51,0.1275
1.0,0.6134644933543312,0.043542766673939276,0.8344937071870717,0.04062692457385944,7.904928063331479,52,0.13
1.0,0.6228592009263691,0.04296392384805479,0.8427034293964523,0.04187583790445326,7.832434852898279,53,0.1325
1.0,0.6321884786061762,0.0423958517664713,0.8506670003868493,0.043136600366031765,7.761573473050228,54,0.135
1.0,0.6414527886771422,0.041838281068094806,0.8583847788974022,0.04440878631786364,7.692319406671372,55,0.1375
1.0,0.6506525953490336,0.04129094155028265,0.8658573002050484,0.045691960093525136,7.624647748379437,56,0.14
1.0,0.6597883643908526,0.04075356475410479,0.8730852718769148,0.046985676128969735,7.5585332386055315,57,0.14250000000000002
1.0,0.6688605627819373,0.040225885847206905,0.880069568961946,0.048289479119138924,7.493950297258628,58,0.145
1.0,0.6778696583806241,0.039707644971465644,0.8868112287191525,0.04960290420322635,7.4308730569516905,59,0.1475
1.0,0.6868161196098639,0.039198588183292055,0.8933114449693474,0.05092547717893183,7.369275395764127,60,0.15
1.0,0.6957004151591422,0.03869846808454214,0.8995715621491165,0.05225671474619214,7.30913096951349,61,0.1525
1.0,0.7045230137021183,0.03820704421918297,0.9055930691350284,0.053596124781072715,7.250413243508056,62,0.155
1.0,0.7132843836293672,0.03772408329343549,0.9113775929000408,0.05494320664061682,7.193095523750543,63,0.1575
1.0,0.7219849927956621,0.037249359263736105,0.9169268920558231,0.05629745149961863,7.137150987562393,64,0.16
1.0,0.7306253082812335,0.03678265332659413,0.9222428503282837,0.057658342720308384,7.082552713597201,65,0.1625
1.0,0.7392057961664462,0.03632375383651686,0.9273274700082567,0.05902535625607949,7.029273711211864,66,0.165
1.0,0.7477269213193676,0.03587245617207219,0.9321828654132216,0.06039796109035699,6.977286949163577,67,0.1675
1.0,0.7561891471957178,0.03542856256545397,0.9368112563916474,0.06177561971174756,6.926565383601266,68,0.17
1.0,0.7645929356506758,0.03499188190728314,0.9412149618972817,0.0631577886265434,6.877081985320619,69,0.17250000000000001
1.0,0.7729387467620832,0.0345622295355547,0.9453963936560296,0.06454391890956518,6.82880976625268,70,0.17500000000000002
1.0,0.7812270386645543,0.03413942701547649,0.949358049945907,0.0659334567942336,6.781721805156988,71,0.1775
1.0,0.7894582673940402,0.033723301915256416,0.9531025095060194,0.06732584430254489,6.735791272491909,72,0.18
1.0,0.797632886742403,0.03331368758160029,0.9566324255888385,0.06872051991543425,6.690991454436179,73,0.1825
1.0,0.8057513481215686,0.03291042291767893,0.9599505201670626,0.07011691928372561,6.647295776037841,74,0.185
1.0,0.8138141004368618,0.03251335216554786,0.9630595783040423,0.0715144759795492,6.604677823468547,75,0.1875
1.0,0.8218215899690882,0.032122324694417975,0.9659624426952392,0.07291262228773522,6.563111365363837,76,0.19
1.0,0.8297742602650144,0.03173719479571538,0.9686620083858827,0.07431079003630628,6.522570373232121,77,0.1925
1.0,0.8376725520358435,0.03135782148552817,0.9711612176692841,0.07570841146467017,6.483029040917908,78,0.195
1.0,0.8455169030633471,0.030984068314773683,0.9734630551676816,0.07710492012769642,6.444461803107388,79,0.1975
1.0,0.85330774811329,0.030615803187229673,0.975570543097795,0.07849975183325585,6.406843352867279,80,0.2
1.0,0.8610455188558224,0.030252898185421928,0.9774867367210992,0.07989234561029719,6.3701486582105975,81,0.2025
1.0,0.8687306437925129,0.029895229404259427,0.9792147199783375,0.08128214470393423,6.334352977686039,82,0.20500000000000002
1.0,0.8763635481897099,0.02954267679223281,0.9807576013070503,0.08266859759343571,6.29943187499028,83,0.20750000000000002
1.0,0.883944654017947,0.02919512399993427,0.9821185096404449,0.08405115902844973,6.2653612326053105,84,0.21
1.0,0.8914743798970777,0.028852458235633413,0.9833005905847171,0.08542929107821494,6.232117264465995,85,0.2125
1.0,0.8989531410468816,0.028514570127608035,0.9843070027720007,0.0868024641879837,6.199676527665322,86,0.215
1.0,0.9063813492428778,0.02818135359293286,0.9851409143858734,0.08817015823641647,6.168015933207663,87,0.2175
1.0,0.9137594127770776,0.02785270571241251,0.9858054998550413,0.089531863587237,6.137112755822791,88,0.22
1.0,0.9210877364234304,0.027528526611359252,0.9863039367120018,0.09088708212813605,6.1069446428557885,89,0.2225
1.0,0.9283667214077453,0.02720871934591098,0.9866394026117417,0.09223532828958132,6.077489622250085,90,0.225
1.0,0.935596765381842,0.026893189794603818,0.9868150725064706,0.09357613003606784,6.048726109643215,91,0.2275
1.0,0.9427782624017149,0.026581846554917864,0.9868341159719379,0.09490902982224199,6.0206329145964546,92,0.23
1.0,0.9499116029095165,0.026274600844530996,0.9866996946803165,0.09623358550639126,5.993189245981493,93,0.2325
1.0,0.9569971737191416,0.025971366407025367,0.9864149600154133,0.09754937121395087,5.966374716548854,94,0.23500000000000001
1.0,0.9640353580052341,0.025672059421805938,0.9859830508251689,0.09885597814398385,5.940169346704075,95,0.23750000000000002
1.0,0.9710265352954253,0.025376598418004048,0.98540709130675,0.10015301531196726,5.914553567519005,96,0.24
1.0,0.9779710814656255,0.02508490419215139,0.9846901890197431,0.10144011022278261,5.8895082230065645,97,0.2425
1.0,0.984869368738212,0.02479689972942096,0.9838354330225206,0.102716909468404,5.8650145716882145,98,0.245
1.0,0.9917217656829309,0.024512510128244725,0.9828458921271673,0.10398307924555426,5.841054287484179,99,0.2475
1.0,0.9985286372203834,0.024231662528130977,0.98172461326849,0.10523830578936944,5.81760945995685,100,0.25
