lambda,minimum_hankel_margin,negative_mass_fraction,nonlinear_source_norm,realizability_margin,source_norm,step,time
1.0,0.009962624610543314,-0.0,0.0020333931891465496,7.539083634791876e-05,9.65493609733613,1,0.00125
1.0,0.013295590951157399,-0.0,0.003585622457265545,0.00011750391004861218,9.608613546800042,2,0.0025
1.0,0.01662828551557416,-0.0,0.005552894164516592,0.00016872092056851608,9.563065178490199,3,0.00375
1.0,0.0199606354051165,-0.0,0.007922257914229455,0.00022894266081670696,9.518294608601478,4,0.005
1.0,0.02329256904671273,-0.0,0.010680996109589353,0.000298071014414234,9.474305052608136,5,0.00625
1.0,0.026624016179872312,-0.0,0.013816621992206714,0.0003760089462940139,9.431099323793102,6,0.0075
1.0,0.02995490784354704,-0.0,0.017316877634874515,0.0004626604931546355,9.388679832201214,7,0.00875
1.0,0.03328517636288453,-0.0,0.021169731890943243,0.0005579307537815807,9.347048584022925,8,0.01
1.0,0.03661475533589509,-0.0,0.0253633783026086,0.000661725879248215,9.306207181414239,9,0.01125
1.0,0.03994357962002515,-0.0,0.02988623297125654,0.0007739530630084642,9.266156822758044,10,0.0125
1.0,0.043271585318658934,-0.0,0.03472693239148119,0.0008945205308931817,9.226898303371076,11,0.01375
1.0,0.04659870976754177,-0.0,0.03987433125138046,0.0010233375310209967,9.18843201665999,12,0.015
1.0,0.04992489152114721,-0.0,0.045317500202495156,0.0011603143236342075,9.150757955729096,13,0.01625
1.0,0.053250070338983324,-0.0,0.051045723600281784,0.0013053621708699694,9.113875715441218,14,0.0175
1.0,0.05657418717185747,-0.0,0.057048497217597645,0.0014583933264768153,9.077784494932132,15,0.01875
1.0,0.05989718414808998,-0.0,0.06331552593462057,0.0016193210254851838,9.042483100578117,16,0.02
1.0,0.06321900455970364,-0.0,0.0698367214056837,0.0017880594738412837,9.007969949414719,17,0.02125
1.0,0.06653959284857591,-0.0,0.0766021997059113,0.0019645238380128294,8.974243073003914,18,0.0225
1.0,0.06985889459257977,-0.0,0.0836022789596372,0.0021486302345742436,8.941300121745531,19,0.02375
1.0,0.0731768564916988,-0.0,0.09082747695234145,0.002340295719779644,8.90913836962765,20,0.025
1.0,0.07649342635414236,-0.0,0.0982685087280188,0.002539438279130502,8.877754719409358,21,0.02625
1.0,0.07980855308245038,-0.0,0.10591628417360749,0.002745976816945144,8.847145708228162,22,0.0275
1.0,0.08312218665960791,-0.0,0.11376190559318652,0.002959831145937202,8.81730751362304,23,0.02875
1.0,0.0864342781351608,-0.0,0.12179666527163255,0.0031809219768078167,8.788235959962757,24,0.03
1.0,0.08974477961134908,-0.0,0.13001204303203234,0.00340917090785981,8.759926525268293,25,0.03125
1.0,0.09305364422925844,-0.0,0.1383997037857637,0.0036445004146377145,8.732374348416457,26,0.0325
1.0,0.0963608261549962,-0.0,0.1469514950796117,0.0038868338395996005,8.705574236711367,27,0.03375
1.0,0.09966628056589233,-0.0,0.15565944463807577,0.0041360953818266235,8.679520673808444,28,0.035
1.0,0.10296996363673871,-0.0,0.16451575790548734,0.004392210086773465,8.654207827975581,29,0.03625
1.0,0.10627183252606254,-0.0,0.17351281558742307,0.004655103836065798,8.629629560674347,30,0.0375
1.0,0.10957184536244302,-0.0,0.18264317119314988,0.0049247033373482005,8.605779435443528,31,0.03875
1.0,0.11286996123087611,-0.0,0.1918995485810007,0.005200936114186875,8.582650727066529,32,0.04
1.0,0.11616614015918536,-0.0,0.2012748395065565,0.005483730496031111,8.560236431002963,33,0.04125
1.0,0.11946034310449427,-0.0,0.21076210117661895,0.005773015608236199,8.538529273064807,34,0.0425
1.0,0.12275253193974911,-0.0,0.2203545538086166,0.006068721362152798,8.517521719316083,35,0.043750000000000004
1.0,0.1260426694403085,-0.0,0.23004557819705876,0.006370778445284335,8.497205986175025,36,0.045
1.0,0.12933071927059636,-0.0,0.23982871328852046,0.0066791183115161926,8.477574050697207,37,0.04625
1.0,0.132616645970824,-0.0,0.24969765376549066,0.006993673171418965,8.458617661017584,38,0.0475
1.0,0.1359004149437828,-0.0,0.25964624764035316,0.007314375982629547,8.440328346929263,39,0.04875
1.0,0.13918199244171525,-0.0,0.2696684938603951,0.0076411604403096535,8.422697430576777,40,0.05
1.0,0.14246134555325796,-0.0,0.2797585399247908,0.007973960967688034,8.405716037241405,41,0.051250000000000004
1.0,0.14573844219046928,-0.0,0.28991067951445576,0.008312712706684483,8.389375106196301,42,0.0525
1.0,0.14901325107594054,-0.0,0.3001193501351672,0.008657351508619786,8.373665401609095,43,0.05375
1.0,0.15228574172998877,-0.0,0.31037913077510443,0.009007813925013269,8.358577523470096,44,0.055
1.0,0.15555588445794344,-0.0,0.3206847395775258,0.009364037198467866,8.34410191852444,45,0.05625
1.0,0.15882365033751822,-0.0,0.33103103152926955,0.009725959253646532,8.330228891186925,46,0.0575
1.0,0.16208901120628028,-0.0,0.3414129961652408,0.010093518688338967,8.316948614418534,47,0.058750000000000004
1.0,0.1653519396492069,-0.0,0.351825755290345,0.010466654764621233,8.3042511405447,48,0.06
1.0,0.16861240898634877,-0.0,0.36226456071858865,0.010845307400109245,8.292126411995376,49,0.06125
1.0,0.1718703932605834,-0.0,0.3727247920308708,0.011229417159306448,8.280564271948228,50,0.0625
1.0,0.1751258672254734,-0.0,0.3832019543507907,0.011618925245046654,8.269554474856356,51,0.06375
