sample,time,stage9_rho,stage9_momentum_x,stage9_momentum_y,stage9_momentum_z,stage9_energy_trace,stage9_M200,stage9_M020,stage9_M002,stage9_M300,stage9_M030,stage9_M003,stage9_M400,stage9_M040,stage9_M004,stage9_M110,stage9_M101,stage9_M011,stage9_M210,stage9_stress_norm,stage9_qx,stage9_qy,stage9_qz,stage9_heat_flux_norm,stage9_realizability_margin,grad_rho,grad_momentum_x,grad_momentum_y,grad_momentum_z,grad_energy_trace,grad_M200,grad_M020,grad_M002,grad_M300,grad_M030,grad_M003,grad_M400,grad_M040,grad_M004,grad_M110,grad_M101,grad_M011,grad_M210,grad_stress_norm,grad_qx,grad_qy,grad_qz,grad_heat_flux_norm,grad_realizability_margin,particle_rho,particle_momentum_x,particle_momentum_y,particle_momentum_z,particle_energy_trace,particle_M200,particle_M020,particle_M002,particle_M300,particle_M030,particle_M003,particle_M400,particle_M040,particle_M004,particle_M110,particle_M101,particle_M011,particle_M210,particle_stress_norm,particle_qx,particle_qy,particle_qz,particle_heat_flux_norm,particle_realizability_margin,particle_sem_M000,particle_sem_M100,particle_sem_M200,particle_sem_M300,particle_sem_M400,particle_sem_M010,particle_sem_M110,particle_sem_M210,particle_sem_M310,particle_sem_M020,particle_sem_M120,particle_sem_M220,particle_sem_M030,particle_sem_M130,particle_sem_M040,particle_sem_M001,particle_sem_M101,particle_sem_M201,particle_sem_M301,particle_sem_M002,particle_sem_M102,particle_sem_M202,particle_sem_M003,particle_sem_M103,particle_sem_M004,particle_sem_M011,particle_sem_M111,particle_sem_M211,particle_sem_M021,particle_sem_M121,particle_sem_M031,particle_sem_M012,particle_sem_M112,particle_sem_M013,particle_sem_M022
0,0.0,1.0,0.0,0.0,0.0,2.999999999999999,2.506598984771573,0.36852791878172575,0.12487309644670049,11.776138253857518,0.5049019276341408,-0.039744466606769106,63.891110376683116,1.0833499177129455,0.0695823805997488,0.8527918781725886,-0.36548223350253806,-0.1279187817258883,4.12164838885013,2.277901121207503,6.741839150333428,2.359643702616699,-1.0112758725500142,7.214082923190515,0.0006246963247817812,1.0,0.0,0.0,0.0,2.999999999999999,2.506598984771573,0.36852791878172575,0.12487309644670049,11.776138253857518,0.5049019276341408,-0.039744466606769106,63.891110376683116,1.0833499177129455,0.0695823805997488,0.8527918781725886,-0.36548223350253806,-0.1279187817258883,4.12164838885013,2.277901121207503,6.741839150333428,2.359643702616699,-1.0112758725500142,7.214082923190515,0.0006246963247817812,1.0,0.0,0.0,0.0,2.9999999999999982,2.506598984771572,0.3685279187817257,0.12487309644670046,11.776138253857514,0.5049019276341407,-0.039744466606769106,63.891110376683145,1.0833499177129455,0.06958238059974883,0.8527918781725886,-0.36548223350253817,-0.12791878172588828,4.121648388850131,2.2779011212075027,6.741839150333426,2.3596437026166996,-1.0112758725500137,7.214082923190513,0.00062469632478178,0.0,0.0,2.293266818639604e-16,9.173067274558416e-16,7.338453819646733e-15,0.0,0.0,2.293266818639604e-16,9.173067274558416e-16,1.4332917616497526e-17,5.73316704659901e-17,6.879800455918813e-16,2.866583523299505e-17,2.293266818639604e-16,0.0,0.0,2.866583523299505e-17,1.7199501139797033e-16,0.0,7.166458808248763e-18,1.4332917616497526e-17,5.73316704659901e-17,0.0,0.0,7.166458808248763e-18,7.166458808248763e-18,0.0,2.293266818639604e-16,7.166458808248763e-18,5.73316704659901e-17,0.0,3.5832294041243814e-18,2.866583523299505e-17,7.166458808248763e-18,0.0
1,0.025,1.0,0.0,0.0,0.0,2.999999999999999,2.433197877248155,0.39929307301323935,0.1675090497386052,11.387094445490558,0.48392672269908715,-0.03638098454026291,61.49988894228444,1.1154990726134477,0.1023667881694422,0.8112440814612195,-0.3476760349119514,-0.12168661221918296,3.9887460771192753,2.1669223758243596,6.51546397849033,2.2804123924716135,-0.9773195967735492,6.971850911270318,0.001749198644472852,1.0,0.0,0.0,0.0,3.0,2.433121285298098,0.399325175569005,0.16755353913289706,11.37294502182141,0.48225072688137055,-0.03640843064099238,62.66447492728243,1.0970142522975084,0.10062273649756612,0.8112007275268187,-0.3476574546542593,-0.12168010912887267,3.983757485863097,2.166806572686752,6.505830925543901,2.2770408239404096,-0.9758746388316155,6.961543094484826,1.0000031731738051e-12,1.0,-4.5719450360998115e-17,2.22769665127881e-18,5.5175726184145124e-18,2.9999999999999987,2.433111255843831,0.39924715591561477,0.16764158824055345,11.386437653877016,0.48431272383666596,-0.03653677478083929,61.62672799549918,1.1195725865803337,0.10295197100393913,0.8113457108599305,-0.34800859852696614,-0.12169482806212338,3.989028933632883,2.1670106907077376,6.515670967407331,2.280879268229433,-0.9781299616985908,6.972310708346703,0.0017450373141317918,0.0,7.036174989935151e-17,0.0003270792918893459,0.00249937907539878,0.016737798058141726,1.1688093704419276e-17,0.00024186527812693025,0.0010275616984307952,0.005019262645687421,0.00023904227049778765,0.0008330594457150592,0.0040140489444186215,0.0004908863581409441,0.002369825280355983,0.0013210123431272322,9.685197312517003e-18,0.00028632613130878405,0.0011564342964609483,0.00624379144870823,0.0001749071794477716,0.0004275516214178422,0.0023589465254602827,0.00013114067777480532,0.0007816667533372,0.0003107246772756273,0.000126799744818668,0.0004468684941694052,0.0022849916173881993,0.00021880208148056783,0.0010696431711147176,0.0005460431990196026,0.00016023821438603696,0.0008211942604152628,0.0002621711314488122,0.00034860335499561473
2,0.05,1.0,0.0,0.0,0.0,2.9999999999999996,2.36340604803059,0.4285454434804398,0.20804850848896989,11.0148031498333,0.4637003578443106,-0.03308863958419926,59.73014997853868,1.1533240115286147,0.1427801660974529,0.7717392724701451,-0.330745402487205,-0.11576089087052176,3.8616839151328546,2.0614006758678722,6.298705587664043,2.204546955682415,-0.944805838149607,6.739909304410588,0.0033780750756395896,1.0,0.0,0.0,0.0,3.000000000000001,2.3632271354878074,0.4286204324304078,0.20815243208178577,10.921606602054847,0.45819105050890896,-0.0330517140944037,60.777965097033636,1.1056741444471705,0.14080005500704662,0.7716380012199726,-0.3307020005227402,-0.11574570018289382,3.8284074269611637,2.0611301691933352,6.242407103386515,2.1848424861852513,-0.9363610655079793,6.679667295520774,1.0000107264555516e-12,1.0,2.821636153893525e-17,-1.6916942022562886e-17,3.4677528860591056e-18,2.9999999999999996,2.3630800817532753,0.4285041446137344,0.2084157736329898,11.013957699252266,0.463822519698711,-0.03328102263834483,60.091824513933766,1.1633495320406437,0.14455637713069838,0.7717033852055897,-0.3312964646803089,-0.11582647631324658,3.8611414681351413,2.061212963076454,6.298677062038601,2.204490848325139,-0.945939131547958,6.740023254618207,0.0033657324109037405,0.0,8.246896449811819e-17,0.0004915409414664924,0.003777680092832271,0.029222910733381735,2.4950722686447182e-17,0.00033419331196002486,0.0013880797731944574,0.0077603808399403645,0.00033554486801469057,0.0011390411315499952,0.00563252261672146,0.000689913806963723,0.003313775562080643,0.001827409170758786,1.3431550977473839e-17,0.0004731606159784031,0.0018752130502688114,0.010358982080050807,0.00023682414651427275,0.0006291179321524796,0.003335298712110375,0.00019548944048081792,0.0010522637584785568,0.00047374807751971994,0.00018084975940558514,0.0007921989235836661,0.003884769774885124,0.0003485033257553962,0.0016972178066894782,0.0007773388943708454,0.00023969579869607103,0.001153070008485738,0.0003371619187566801,0.0004977787454751911
3,0.075,1.0,0.0,0.0,0.0,2.9999999999999996,2.2970133674523567,0.4563731033993486,0.2466135291482942,10.658606516760587,0.4443578013684798,-0.029943112454734102,58.507157545082826,1.1973847446309427,0.18984055321285942,0.7341585098786916,-0.3146393613765821,-0.11012377648180374,3.740107686782732,1.9610183159580388,6.09132593780303,2.1319640782310603,-0.9136988906704551,6.518003388633056,0.005434740796338338,1.0,0.0,0.0,0.0,2.9999999999999987,2.29674176358592,0.45648694275617374,0.24677129365790437,10.574586779657093,0.4380252919401401,-0.029700734271927612,59.6542996930034,1.1163569013242074,0.18721551531153022,0.7340047718426835,-0.31457347364678834,-0.11010071577643786,3.7099310568989843,1.960607664712469,6.037905637037482,2.1132669729629905,-0.9056858455555804,6.460841170592641,0.00039411867310981723,1.0,1.6385005331687186e-17,-2.5212782707971504e-17,-1.5759895016613512e-17,3.000000000000001,2.296659213762045,0.4564190057554435,0.24692178048251215,10.656263581323717,0.44451319396309236,-0.03010897853397204,59.01975685729649,1.215061867687995,0.19263963885244756,0.7337517253862573,-0.31464972980686373,-0.11009056829447976,3.738268907321619,1.9603479739714633,6.090222078840447,2.1311852920982077,-0.9140778141401187,6.516770209939473,0.005428040468512585,0.0,7.39115843148905e-17,0.0005285412208825196,0.004457010578593095,0.03679924947465722,2.6547791298168314e-17,0.000387089518207388,0.00198539354794162,0.013866742334930054,0.00032823166797429866,0.0014033325352339136,0.008223685800275764,0.0008544441491792803,0.0046422836532463724,0.002457291000347963,2.1427062322088828e-17,0.0006428161337760916,0.0025785056729492315,0.01485700449441932,0.0003602199658701445,0.0008332116930774451,0.004612157686546255,0.0002471820410622713,0.0014676371984386804,0.000695863543790526,0.00026742139892741676,0.0010177913859316348,0.005322275813303206,0.00043800841517859163,0.0022290583375070253,0.000987166426406226,0.0003268377349774143,0.0015962640957224836,0.0005215645557634291,0.0006940075519133119
4,0.1,1.0,0.0,0.0,0.0,2.999999999999999,2.2338502306967194,0.4828471405031259,0.28330262880015367,10.31286947089527,0.4256821168600094,-0.026937161293931425,56.571262995791116,1.2300834169029473,0.2420369355393837,0.6984057909604056,-0.2993167675544594,-0.10476086864406084,3.622026374987798,1.8655188622288408,5.890119897678241,2.0615419641873847,-0.883517984651738,6.302703523753421,0.00798250430135672,1.0,0.0,0.0,0.0,3.0,2.2334989215280965,0.4829943873386794,0.28350669113322413,10.23910290296764,0.4196108923962542,-0.026718370070873403,58.45197209595106,1.134089608720852,0.2396842732956383,0.6982069367166669,-0.2992315443071212,-0.10473104050771832,3.594891317802043,1.8649877006168694,5.841278375750779,2.0444474315125496,-0.87619175636253,6.250440813026676,0.001900439762452716,1.0,3.2404092430160514e-17,-1.6903389495406818e-17,-3.020350083319384e-17,3.0000000000000018,2.2328801302619716,0.4838524655179391,0.283267404220091,10.30788639002427,0.4281097185696129,-0.027076179618970936,58.1011859184671,1.275082365325186,0.24607265726436112,0.698988080213914,-0.2996356120244099,-0.10472418666627308,3.624485604155151,1.8651469888174146,5.889832496175934,2.0641369359769737,-0.8836524648504417,6.303303086645185,0.00782975183462022,0.0,8.039178216195544e-17,0.0004784886533782181,0.004367602573715845,0.04134752071356742,2.4064734280880064e-17,0.0005546387488609905,0.0023269402378374993,0.014457833498511955,0.0004244746497240693,0.0018431035977251387,0.009968236795263888,0.00114433408915317,0.005897557804340947,0.0031979175663220147,2.916691756639385e-17,0.0007048077898037701,0.0029767959601775967,0.018369872770554335,0.00026785912413911415,0.0009955185915957036,0.00545759792822638,0.0002457070153670228,0.0017319260556947988,0.0007343371921604741,0.00031178224973716647,0.0012292855532926136,0.00668527975971742,0.0005579598582527165,0.0030462810892041997,0.0014741467335202209,0.00037737920362720115,0.0019828085379803547,0.0006851242263592108,0.0008623551489105827
5,0.125,1.0,0.0,0.0,0.0,2.999999999999999,2.173784963036228,0.5080227446034128,0.31819229236035823,9.976133136067467,0.4088970336969073,-0.024679946606283476,54.48389175106426,1.2611561521692225,0.29890138216384315,0.6644065828506941,-0.2847456783645828,-0.09966098742760413,3.505952143311732,1.774703229182197,5.695344663968694,1.9933706323890428,-0.8543016995953052,6.094284922236504,0.010987129269081469,1.0,0.0,0.0,0.0,3.0,2.173340469269431,0.5082090485956282,0.31845048213494087,9.912050895351161,0.4031127657658608,-0.024202958152162626,57.15483996914609,1.1594195865822308,0.29717523554501246,0.664154982608861,-0.2846378496895502,-0.09962324739173745,3.481970431987821,1.7740311771929507,5.651054374503146,1.9778690310757971,-0.8476581561753446,6.046892242913747,0.004414061331042355,1.0,3.5101045334218206e-18,-1.101651051198943e-17,-4.195015374571648e-17,3.0000000000000013,2.172566441901159,0.5095646344541516,0.3178689236446906,9.972259861301806,0.41144400012387733,-0.024409976756940694,57.20975826427731,1.3315412639408524,0.30500967850409955,0.6653575029531682,-0.28464020659013045,-0.09979192824567691,3.5111535648826466,1.7742885558876724,5.695747215309056,1.9972949822047723,-0.8534963711423948,6.095832973613571,0.010551712743589316,0.0,8.55940003012529e-17,0.0005912130900507581,0.005884957027488639,0.05525727093390531,3.0814500629807046e-17,0.0006231501762155242,0.002893908273793207,0.019864877043542537,0.0005117727629456034,0.002216197304061339,0.0122385052485099,0.0013157229482693926,0.006982600687260228,0.0036172827989671536,3.209394819921985e-17,0.0005393977136848036,0.002404599417405347,0.016733867936399537,0.00033613961417976494,0.0008685575328753459,0.004967780595558954,0.0002762710223792299,0.0015071608722027601,0.0007509669912192695,0.00024929348042578405,0.0008281655410770209,0.004932397056147506,0.00038939053005546386,0.002100114863933231,0.000984957072394032,0.00029178057388988966,0.0015725176767449516,0.0005133986368615695,0.0006098036316535974
6,0.15,1.0,0.0,0.0,0.0,3.0000000000000004,2.1166601281664255,0.5319659031539641,0.351373968679611,9.648773635342984,0.394109777988836,-0.023216229913104777,52.5085279139617,1.2949983233425146,0.3597815166877448,0.6320717706602386,-0.2708879017115307,-0.09481076559903592,3.3919474231784,1.6883333811244214,5.50729293586595,1.9275525275530836,-0.8260939403798947,5.893060785894513,0.013166032725575863,1.0,0.0,0.0,0.0,2.9999999999999996,2.116115979345434,0.532193976313338,0.3516900443412277,9.593099217867744,0.3885312364428987,-0.022180869612260023,55.77548160786818,1.1915899196561035,0.3587761313081316,0.6317637618978508,-0.2707558979563176,-0.0947645642852626,3.3709729681479113,1.6875106557569601,5.467025108093694,1.91345878783242,-0.8200537662138915,5.849972328544945,0.007738802230043978,1.0,9.24959978401696e-18,-2.5390659626894907e-17,-3.2289742982281183e-17,3.0000000000000013,2.115841892801412,0.5333270416757436,0.3508310655228456,9.652979479287449,0.39523694195059444,-0.02257887830429436,56.33334605593817,1.384215557566785,0.368172407261244,0.6328546660010166,-0.27077366625656407,-0.09487665687090908,3.398305480362224,1.6881815833980995,5.510278571107616,1.9311089636872933,-0.8249982323130417,5.896861355344964,0.013555147798491787,0.0,8.675972529943437e-17,0.0006624801177200658,0.005272551528816391,0.0498023585310957,3.83818942023487e-17,0.0006370193182918473,0.0027739746937388505,0.01879866851519132,0.0004380250086070507,0.0020480988431250844,0.011300237163863691,0.001218932215632238,0.006518298071625358,0.0033190846966466916,2.852770589894959e-17,0.0006062411528265404,0.0024809665059204286,0.015744536584878233,0.0004987205076883636,0.0008928620003609982,0.0048329322600353984,0.00029475085717084703,0.0016090910014901862,0.0012419529855833627,0.0004151022352142511,0.0008262605141281193,0.0049452693206833345,0.00043866539128779576,0.0021834529611094336,0.001142171520065624,0.00029816692414731845,0.0015480785253817464,0.0006551678591252214,0.0006376753425889314
7,0.17500000000000002,1.0,0.0,0.0,0.0,3.0000000000000004,2.0623310041013694,0.5547372745612854,0.38293172133734554,9.329990128565298,0.38138928344967393,-0.022592610535907238,50.608679840365994,1.331332336302016,0.42394858639662664,0.601319436283792,-0.2577083298359106,-0.09019791544256887,3.2796534629941068,1.6061905057654715,5.325593936700684,1.8639578778452406,-0.798839090505105,5.698634366365633,0.013816009722030115,1.0,0.0,0.0,0.0,2.9999999999999996,2.0616823607252504,0.5550091453039308,0.3833084939708185,9.282190918975704,0.3757280807986105,-0.020637695995857727,54.33009659054009,1.2294071930645958,0.4236902903346888,0.6009522796605262,-0.2575509769975153,-0.09014284194981705,3.261902342397707,1.6052097899400921,5.288988842043669,1.8511460947148572,-0.7933483263063584,5.659465204601368,0.01163222548786725,1.0,3.1712913545201005e-18,-1.5490538539386645e-17,-4.997833201979274e-17,3.000000000000001,2.060828758520043,0.5564225548838199,0.38274868659613825,9.334498249768316,0.38207059707434815,-0.021113262677164273,55.32229674276419,1.4435806467133103,0.43476519761516164,0.602513082380478,-0.2577234259886977,-0.09011454813987309,3.2907818859659472,1.605691691974716,5.3284491325932235,1.8694400802553217,-0.7985064345454992,5.703050841287412,0.01688283224910191,0.0,8.518481064550849e-17,0.000674838574684196,0.006682193402153329,0.06260011707742409,3.950536591027185e-17,0.0006891536207192123,0.002854454965679309,0.02249665370128101,0.00046129126686461473,0.0021401801880599727,0.012477916020006195,0.0012650432211864155,0.0072363657861861394,0.003481574836590633,3.702815679875021e-17,0.0006147215818851485,0.0030234144776524496,0.019820797393202114,0.0004869350140872951,0.0009410729858734945,0.005404523060609441,0.0003362214921304552,0.0017049567059613249,0.0014850913451208481,0.00045430001390432955,0.0010728595896542113,0.006533874773401887,0.0005628403217944589,0.0029778658993071454,0.0016859813291538355,0.000311542719420368,0.00178498432453533,0.0008155452511575782,0.0007616578611353327
8,0.2,1.0,0.0,0.0,0.0,3.0000000000000004,2.010652200732475,0.5763977972671156,0.41295000200041004,9.020380210136528,0.37041818456455644,-0.02264735924643509,48.951962918354056,1.3726298483059531,0.49082738667468667,0.5720672834334735,-0.2451716929000598,-0.08581009251502099,3.169540000001762,1.5280547806478042,5.150298498945682,1.8026044746309888,-0.7725447748418545,5.511060056771044,0.015108117454341843,1.0,0.0,0.0,0.0,3.0,2.0099035010097306,0.57671160537352,0.4133848936167491,8.97938633103748,0.3644945101642367,-0.01953629436802236,52.83560114286352,1.2716296120708166,0.4912159546679097,0.5716434911426711,-0.24499006763276382,-0.08574652367226444,3.1548695438005905,1.5269227847101299,5.116750411453364,1.7908626440082078,-0.7675125617177889,5.47516203552067,0.01580934862143413,1.0,-3.7269449679189215e-19,-3.230244847649e-17,-5.069153376138086e-17,3.0000000000000004,2.008773819760995,0.5784612176577693,0.4127649625812365,9.026689306742922,0.36838163496061865,-0.020048329797867078,54.27230275568371,1.49903239866892,0.5035484033546882,0.5729979017510097,-0.2452441672863095,-0.08570144825075145,3.1832950006112988,1.5270221426320438,5.151893766681572,1.807567509414549,-0.7723871540653743,5.514153751939527,0.020434408723463752,0.0,1.0396860143728026e-16,0.0007925189864208042,0.007551551785699387,0.07104530683123772,4.2586843357532634e-17,0.000818130656053689,0.0036697552143500614,0.02734988268177849,0.0005586288589188965,0.0026758147226037953,0.015203314318725687,0.0015310625876238525,0.008831145959622703,0.004713714398813638,3.602642034017576e-17,0.0007007081924436348,0.0031822444050430007,0.020873474376036184,0.0005254018126161154,0.0010403013852543508,0.005985439498371034,0.00039238924048909043,0.001903949731456156,0.0018249494292939426,0.0004995815460390143,0.0010017695113858473,0.0062634100626684725,0.0005374312353728749,0.0027565488290527402,0.0017199937351487899,0.00032626878427765974,0.001840146429995689,0.0010037203211329285,0.0008371581367644073
9,0.225,1.0,0.0,0.0,0.0,3.000000000000001,1.9614851370837996,0.5970055557505901,0.4415093071656112,8.720307778026951,0.36061212426019795,-0.023095276792870004,47.50296401414727,1.418167219253256,0.5597964950673235,0.5442368700474304,-0.23324437287747007,-0.08163553050711445,3.0621902079487158,1.4537166783764954,4.981105424330802,1.74338689851578,-0.747165813649622,5.330015560887314,0.017082015812748985,1.0,0.0,0.0,0.0,3.0000000000000004,1.960649926079628,0.5973556239764035,0.441994449943969,8.684772314690528,0.3545959857611796,-0.01882846612145785,51.3079616680904,1.3171291478201639,0.5607323338069825,0.5437641091069969,-0.23304176104608235,-0.08156461636701123,3.0500315697624814,1.452453881776811,4.950121007060634,1.7325423524707189,-0.7425181510588605,5.2968607865696855,0.019946224560782926,1.0,2.392021043046144e-18,-2.167049092255402e-17,-4.727883801689328e-17,3.0,1.9596984186373736,0.5988058526413016,0.44149572872132503,8.733428950975858,0.3562323031900291,-0.0193192627412895,53.23417519934037,1.5545650842578462,0.574250103020049,0.54543800371826,-0.23343950688788684,-0.08164553857684212,3.0816954111670607,1.4530072422868092,4.984881551206839,1.7496799898597346,-0.7486149341978168,5.335808136185358,0.02420103609858874,0.0,8.834314747028875e-17,0.0009244430389525223,0.008217040219095488,0.0778977239938526,4.2455773061648473e-17,0.0007474300688584592,0.0038345913742073626,0.030070742442997636,0.0004951455452010677,0.002461619588460556,0.014858075670500842,0.0013624737950032122,0.007895388987155015,0.003939851206422564,4.483477763925703e-17,0.0007394834107327184,0.003297382034177778,0.020988349210041828,0.0005861424878352798,0.001116671997578764,0.00648059011071486,0.00041390149631180464,0.0021544954688099594,0.002054889755081428,0.0005215666766658089,0.0011645264918236048,0.0070931405735516866,0.0005670413540603335,0.0031199025459777365,0.0018363202690720537,0.000408595770292652,0.00219897791123697,0.0011261865788879644,0.0010461396643054344
