lambda,realizability_margin,reconstruction_relative_residual,step,time
1.0,0.042724502179474225,0.0010141946036309147,113,0.14125000000000001
1.0,0.04335664004171108,0.0010338306558095203,114,0.14250000000000002
1.0,0.043991561398201005,0.0010537527066036007,115,0.14375000000000002
1.0,0.044629209157937846,0.0010736598435293915,116,0.145
1.0,0.045269567030983685,0.0010938116632767706,117,0.14625
1.0,0.04591259434792961,0.001114045500358913,118,0.1475
1.0,0.046558341560017834,0.0011352970648917105,119,0.14875
1.0,0.04720661138922588,0.0011549121484678863,120,0.15
1.0,0.04785749937370959,0.0011759343485582003,121,0.15125
1.0,0.04851093376026534,0.001196737296563011,122,0.1525
1.0,0.04916682482037541,0.0012171314402736678,123,0.15375
1.0,0.04982519533929782,0.0012381245009656346,124,0.155
1.0,0.050486015933795064,0.0012592457183657592,125,0.15625
1.0,0.05114926144747062,0.0012805227597532992,126,0.1575
1.0,0.05181497675063709,0.0013027595001187727,127,0.15875
1.0,0.052482980760744743,0.0013234303548611524,128,0.16
1.0,0.053153305499534516,0.0013449358831027455,129,0.16125
1.0,0.05382591018928577,0.0013664688864205123,130,0.1625
1.0,0.05450079057623865,0.0013882938821571762,131,0.16375
1.0,0.05517791192344202,0.0014101822752287405,132,0.165
1.0,0.055857242112106444,0.0014321465744206402,133,0.16625
1.0,0.05653874890630067,0.001454182112431351,134,0.1675
1.0,0.05722240310943856,0.0014763087910584754,135,0.16875
1.0,0.05790818706552557,0.0014986064867688086,136,0.17
1.0,0.05859606249405151,0.0015209198253395004,137,0.17125
1.0,0.05928600899396072,0.001543376855556701,138,0.17250000000000001
1.0,0.05997799539023147,0.0015658940273847884,139,0.17375000000000002
1.0,0.06067199464027528,0.0015884979381803504,140,0.17500000000000002
1.0,0.06136798234864807,0.0016112051187547691,141,0.17625
1.0,0.06206592946395876,0.0016339763483509812,142,0.1775
1.0,0.06276584485613161,0.0016571330646019326,143,0.17875
1.0,0.06346775643104294,0.0016811639477202702,144,0.18
1.0,0.06417143277969216,0.001702830353313718,145,0.18125
1.0,0.06487697482726532,0.001725999578544245,146,0.1825
1.0,0.06558434448893957,0.0017491443616677465,147,0.18375
1.0,0.06629353791959056,0.0017725556178618625,148,0.185
1.0,0.06700459602679072,0.001796951958113992,149,0.18625
1.0,0.06771732486622159,0.0018192414348048604,150,0.1875
1.0,0.06843173650854739,0.001842230705125515,151,0.18875
1.0,0.06914792713699322,0.0018664749075288536,152,0.19
1.0,0.06986581862690808,0.0018902994745636486,153,0.19125
1.0,0.07058532812968686,0.0019133930245896858,154,0.1925
1.0,0.0713064040520213,0.0019364201230059955,155,0.19375
1.0,0.07202922898098282,0.0019618581658897654,156,0.195
1.0,0.07275376143736453,0.001988087306766677,157,0.19625
1.0,0.07347963339931764,0.002008113556143843,158,0.1975
1.0,0.0742070562476842,0.0020321245106516028,159,0.19875
1.0,0.07493592952383256,0.002055344918910569,160,0.2
1.0,0.07566631391100197,0.0020794636364425173,161,0.20125
1.0,0.07639846997663438,0.002108989255961883,162,0.2025
1.0,0.07713186918381079,0.0021287855431926855,163,0.20375000000000001
1.0,0.0778666026655715,0.002151634102021498,164,0.20500000000000002
1.0,0.07860268855292188,0.002175202458100098,165,0.20625000000000002
1.0,0.07934047758662917,0.002204987258093617,166,0.20750000000000002
1.0,0.08007950094088599,0.0022263990201570167,167,0.20875
1.0,0.08081977736853473,0.002249142233621422,168,0.21
1.0,0.08156139310291392,0.0022737776455353607,169,0.21125
1.0,0.08230421881150751,0.0022967615015780287,170,0.2125
1.0,0.08304875014381552,0.002331445028222769,171,0.21375
1.0,0.0837945174748929,0.0023553641453322215,172,0.215
1.0,0.08454105754446362,0.002369135420730527,173,0.21625
1.0,0.08528876268853743,0.0023929013555168237,174,0.2175
1.0,0.08603801134367245,0.0024239759763289427,175,0.21875
1.0,0.08678821726390738,0.0024436109173020773,176,0.22
1.0,0.08753984714149346,0.0024747011110416075,177,0.22125
1.0,0.08829249427336272,0.0024960137537442515,178,0.2225
1.0,0.08904612722289357,0.0025173877045888277,179,0.22375
1.0,0.08980099067006012,0.002545124219119102,180,0.225
1.0,0.09055681688408758,0.0025671773837961367,181,0.22625
1.0,0.09131394550667436,0.002598786366520917,182,0.2275
1.0,0.09207198630275165,0.0026195530137104292,183,0.22875
1.0,0.09283108275762862,0.002645367171477457,184,0.23
1.0,0.09359135869188666,0.00267637074404124,185,0.23125
1.0,0.09435218397702679,0.002688087546989746,186,0.2325
1.0,0.0951143860613512,0.0027252479969654495,187,0.23375
1.0,0.09587739648678828,0.0027448586745901617,188,0.23500000000000001
1.0,0.09664141035689404,0.002772533011376843,189,0.23625000000000002
1.0,0.0974059688261205,0.0027859786231655506,190,0.23750000000000002
1.0,0.09817129836422708,0.002808096192548889,191,0.23875000000000002
1.0,0.09893736049476809,0.002830479540074196,192,0.24
1.0,0.09970456345813913,0.0028604358609225842,193,0.24125
1.0,0.10047299261216226,0.00289850799028087,194,0.2425
1.0,0.10124200807000229,0.002914046053252662,195,0.24375
1.0,0.10201204937773536,0.0029476748051332786,196,0.245
1.0,0.10278285917273342,0.002971693855605532,197,0.24625
1.0,0.10355415038061372,0.0029852587440418812,198,0.2475
1.0,0.10432645960402374,0.00302033751553866,199,0.24875
1.0,0.10509945404788885,0.0030429079038305383,200,0.25
1.0,0.10587296429863363,0.0030596290711927226,201,0.25125000000000003
1.0,0.10664730765297196,0.003089170195403923,202,0.2525
1.0,0.10742209448134882,0.0031048814741774606,203,0.25375000000000003
1.0,0.10819784690163535,0.0031406098593814834,204,0.255
1.0,0.10897371756748297,0.0031470861737417292,205,0.25625
1.0,0.10975073365933467,0.0031883907992144274,206,0.2575
1.0,0.11052813885892858,0.003203516569862793,207,0.25875
1.0,0.11130603740717039,0.003224015947077586,208,0.26
1.0,0.1120847020104285,0.00325443503814056,209,0.26125
1.0,0.11286364056730472,0.003268624376210539,210,0.2625
1.0,0.11364364848301145,0.0033121689877736657,211,0.26375
1.0,0.11442345607941914,0.0033112271326829795,212,0.265
1.0,0.11520369555582673,0.003333384685742149,213,0.26625
1.0,0.11598510905125674,0.0033762284230762574,214,0.2675
1.0,0.1167669410311348,0.0033969325880036766,215,0.26875
1.0,0.11754867185036695,0.003404245622574712,216,0.27
1.0,0.1183311692128293,0.0034345134925252057,217,0.27125
1.0,0.11911441769032548,0.003468808867984639,218,0.2725
1.0,0.11989770937245746,0.003478987796971403,219,0.27375
1.0,0.12068167857792127,0.0035104573301894064,220,0.275
1.0,0.12146552455839466,0.003519984770380814,221,0.27625
1.0,0.12225022652300971,0.0035546833541057073,222,0.2775
1.0,0.1230351005787709,0.003571606369217348,223,0.27875
1.0,0.12382028492578884,0.0035933275126409656,224,0.28
1.0,0.12460586610961011,0.003617505303246087,225,0.28125
1.0,0.1253915297252706,0.003635053469255042,226,0.28250000000000003
1.0,0.12617800434496307,0.003670672764915576,227,0.28375
1.0,0.12696444310942168,0.003683394579662495,228,0.28500000000000003
1.0,0.1277515433686756,0.0037170645739700867,229,0.28625
1.0,0.12853873807101585,0.003733417736022003,230,0.28750000000000003
1.0,0.12932659527218832,0.003771109932968911,231,0.28875
1.0,0.130114039247987,0.0037718051018866146,232,0.29
1.0,0.1309019463827806,0.0037993402602369843,233,0.29125
1.0,0.131690053740729,0.0038208571501500885,234,0.2925
1.0,0.13247837920932767,0.0038431304584776913,235,0.29375
1.0,0.13326668935072222,0.0038603439437223017,236,0.295
1.0,0.13405536692621625,0.0038861870831445153,237,0.29625
1.0,0.13484417764198506,0.003907057975783418,238,0.2975
1.0,0.13563326777613627,0.0039318348629040325,239,0.29875
1.0,0.13642233143632204,0.0039492818847984,240,0.3
1.0,0.13721167093755504,0.003974088165001368,241,0.30125
1.0,0.13800108040806916,0.003993682067874315,242,0.3025
1.0,0.13879101394766605,0.004028673333812223,243,0.30375
1.0,0.1395805471458799,0.00403513443186275,244,0.305
1.0,0.14037015314543994,0.004056042383563691,245,0.30625
1.0,0.1411598550857083,0.004077467155882536,246,0.3075
1.0,0.14195037577998057,0.004122786656264862,247,0.30875
1.0,0.14274038915706996,0.004123925758183781,248,0.31
1.0,0.1435308014695616,0.004156502418900487,249,0.31125
1.0,0.14400870677686642,0.004184606181065809,250,0.3125
1.0,0.1443471402069914,0.0042103713744665455,251,0.31375000000000003
1.0,0.14468360988170392,0.0042296940385719295,252,0.315
1.0,0.14501812679488588,0.0042355624652090605,253,0.31625000000000003
1.0,0.14535070957693305,0.004246373036757218,254,0.3175
1.0,0.14568138275973816,0.004278918847075409,255,0.31875000000000003
1.0,0.1460101637099965,0.004314788378471298,256,0.32
1.0,0.14633705155474971,0.0043074148515608165,257,0.32125
1.0,0.14666207500142284,0.004335862832560242,258,0.3225
1.0,0.14698526070402368,0.004391042510677862,259,0.32375
1.0,0.14730661069952358,0.004388414290777341,260,0.325
1.0,0.1476261353709615,0.004399546718665735,261,0.32625
1.0,0.14794385916228786,0.004433248626017312,262,0.3275
1.0,0.1482597955957726,0.004470689909445418,263,0.32875
1.0,0.14857394807958457,0.004487597520181386,264,0.33
1.0,0.1488863380275198,0.0045068864999350455,265,0.33125
1.0,0.14919696661741713,0.004486508526910125,266,0.3325
1.0,0.14950587857677033,0.004556345297810168,267,0.33375
1.0,0.14981306550334672,0.004560539749147004,268,0.335
1.0,0.1501185515616257,0.004594634831500656,269,0.33625
1.0,0.1504223365355717,0.004586945215736088,270,0.3375
1.0,0.1507244583418942,0.004645445553904179,271,0.33875
1.0,0.15102489601400468,0.004602861689772367,272,0.34
1.0,0.1513236973221447,0.004677684250121992,273,0.34125
1.0,0.15162086255536733,0.004702804706469354,274,0.3425
1.0,0.1519163989324254,0.004712647996756433,275,0.34375
1.0,0.15221030649600245,0.0046800164270566795,276,0.34500000000000003
1.0,0.15250262430340086,0.004705185392142466,277,0.34625
1.0,0.15279336138772806,0.004766766681056734,278,0.34750000000000003
1.0,0.15308251288251906,0.0047486881021279554,279,0.34875
1.0,0.15337010988209465,0.004791354888529663,280,0.35000000000000003
1.0,0.15365616701361684,0.004838539061079136,281,0.35125
1.0,0.15394068127048238,0.00484376014330364,282,0.3525
1.0,0.15422367514368446,0.00485910312131739,283,0.35375
1.0,0.15450514964678164,0.004878466169436944,284,0.355
1.0,0.15478510767770526,0.0048387932310781645,285,0.35625
1.0,0.1550635800988802,0.004860668784239814,286,0.3575
1.0,0.15534057122797898,0.00487525461234679,287,0.35875
1.0,0.15561611350986926,0.004966539922134566,288,0.36
1.0,0.15589019828546194,0.00495809274706299,289,0.36125
1.0,0.15616282120599786,0.004926824068307373,290,0.3625
1.0,0.15643401368881535,0.00494847762444108,291,0.36375
1.0,0.15670377670291313,0.004961188140313898,292,0.365
1.0,0.15697212731581195,0.004976198448926939,293,0.36625
1.0,0.15723908354582986,0.004998859767070026,294,0.3675
1.0,0.15750466475653077,0.005071717573370728,295,0.36875
1.0,0.15776885707266794,0.005049469669015046,296,0.37
1.0,0.15803168499307477,0.005088196561169035,297,0.37125
1.0,0.15829314728905608,0.005081020799212577,298,0.3725
1.0,0.15855325768779857,0.005090117843889899,299,0.37375
1.0,0.15881203036588046,0.005110984505867959,300,0.375
1.0,0.1590694702796466,0.0051178218124407005,301,0.37625000000000003
1.0,0.15932558736684152,0.005126721843374563,302,0.3775
1.0,0.15958039636369464,0.005155582823652779,303,0.37875000000000003
1.0,0.15983389901067574,0.005151676632505599,304,0.38
1.0,0.16008613118168516,0.00522343714158774,305,0.38125000000000003
1.0,0.16033708646473216,0.0052724951260680435,306,0.3825
1.0,0.16058676076907338,0.005230889018621444,307,0.38375000000000004
1.0,0.16083515955275487,0.0052132840653495915,308,0.385
1.0,0.16108232610727397,0.005298259968747743,309,0.38625
1.0,0.1613282410381004,0.005276444394260334,310,0.3875
1.0,0.1615729298152018,0.00533681405072834,311,0.38875
1.0,0.1618163912231311,0.005343911928009562,312,0.39
1.0,0.1620586148899315,0.005286416745208278,313,0.39125
1.0,0.16229965114408332,0.005376169906831101,314,0.3925
1.0,0.1625394900574193,0.005408583303898243,315,0.39375
1.0,0.16277811582251875,0.0053311272916174626,316,0.395
1.0,0.16301556732641678,0.005367363583878444,317,0.39625
1.0,0.16325185539820464,0.005433563115912829,318,0.3975
1.0,0.163486980679968,0.00547254581240716,319,0.39875
1.0,0.1637209269557538,0.005388644273354411,320,0.4
1.0,0.16395374004816018,0.005466225458548646,321,0.40125
1.0,0.16418541088005528,0.005482595981846517,322,0.4025
1.0,0.16441594446105348,0.005477006051465957,323,0.40375
1.0,0.16464533894559555,0.005438324313679165,324,0.405
1.0,0.16487362541874798,0.005479120679276069,325,0.40625
1.0,0.1651008076899262,0.0055189581257068625,326,0.40750000000000003
1.0,0.16532689498474445,0.0055781741611138904,327,0.40875
1.0,0.16555186406709066,0.0054888917092974915,328,0.41000000000000003
1.0,0.1657757457890302,0.005500886950047579,329,0.41125
1.0,0.16599855310627926,0.005524381491181805,330,0.41250000000000003
1.0,0.16622029380306808,0.005556137135662918,331,0.41375
1.0,0.16644097279744907,0.005586448880365612,332,0.41500000000000004
1.0,0.1666606049545164,0.005660186020418303,333,0.41625
1.0,0.16687918715547628,0.005678221068312056,334,0.4175
1.0,0.1670967237036452,0.005673368350312674,335,0.41875
1.0,0.1673132007853417,0.005583968844843284,336,0.42
1.0,0.167528673165536,0.005709782120855091,337,0.42125
1.0,0.16774311127354036,0.005651307148431524,338,0.4225
1.0,0.16795652122242943,0.005618299509927325,339,0.42375
1.0,0.16816892241732984,0.005629500001301531,340,0.425
1.0,0.16838032532664682,0.005650359446322269,341,0.42625
1.0,0.1685907329771075,0.00566174178552752,342,0.4275
1.0,0.16880017394448962,0.0057841599779421835,343,0.42875
1.0,0.1690086079931676,0.005676057388435821,344,0.43
1.0,0.16921606686530158,0.00568817463551156,345,0.43125
1.0,0.16942257421645474,0.005777895060305802,346,0.4325
1.0,0.16962809972096776,0.0057053519434655505,347,0.43375
1.0,0.16983266893387855,0.005716327127852158,348,0.435
1.0,0.1700362883136107,0.005727696262581196,349,0.43625
1.0,0.1702389628193374,0.005736543771714228,350,0.4375
1.0,0.170440720848515,0.005847852212378705,351,0.43875000000000003
1.0,0.17064154921958208,0.00587545079349468,352,0.44
1.0,0.1708414305390133,0.0057755869278972435,353,0.44125000000000003
1.0,0.17104039053194908,0.00578148220249204,354,0.4425
1.0,0.1712384479786969,0.005839663910586258,355,0.44375000000000003
1.0,0.17143558666426756,0.005804312006114719,356,0.445
1.0,0.1716318353299645,0.005871010985971058,357,0.44625000000000004
1.0,0.17182717570862932,0.0058214394399118885,358,0.4475
1.0,0.17202163089078049,0.005859956621576137,359,0.44875
1.0,0.17221519170607189,0.0058318695101869595,360,0.45
1.0,0.17240787132258034,0.005839517213035422,361,0.45125
1.0,0.17259968343914414,0.005871519198565455,362,0.4525
1.0,0.17279061958695327,0.005855941922619631,363,0.45375
1.0,0.17298071194087086,0.0059557452542680165,364,0.455
1.0,0.17316993073189652,0.005880319638282664,365,0.45625
1.0,0.17335829647304513,0.0058924136000536136,366,0.4575
1.0,0.17354581178960546,0.005890851271313245,367,0.45875
1.0,0.17373249054413864,0.0059182363363321005,368,0.46
1.0,0.1739183293842559,0.005915100275711582,369,0.46125
1.0,0.1741033343001116,0.005912856783672764,370,0.4625
1.0,0.17428751592327843,0.00593489547676491,371,0.46375
1.0,0.17447087474559772,0.005938210004472822,372,0.465
1.0,0.17465341503446952,0.005935675909649354,373,0.46625
1.0,0.17483515610867856,0.006000698452740727,374,0.4675
1.0,0.17501608540425867,0.00598225274444473,375,0.46875
1.0,0.1751962306212491,0.006099504927393669,376,0.47000000000000003
1.0,0.17537555586303086,0.005974508744026839,377,0.47125
1.0,0.17555409245158057,0.005995603843954277,378,0.47250000000000003
1.0,0.17573184646525455,0.006011201019509163,379,0.47375
1.0,0.1759088109862451,0.006000220652960301,380,0.47500000000000003
1.0,0.1760849955582005,0.005993310207872817,381,0.47625
1.0,0.1762604041418381,0.005996259181366274,382,0.47750000000000004
1.0,0.17643504485935224,0.006005332890996533,383,0.47875
1.0,0.17660892553178073,0.006026807006542841,384,0.48
1.0,0.1767820475122109,0.006037022673478223,385,0.48125
1.0,0.17695440791500386,0.0060185580270618235,386,0.4825
1.0,0.17712602099538705,0.006036418090433398,387,0.48375
1.0,0.17729688798377033,0.006035994021579746,388,0.485
1.0,0.17746701659600575,0.0060631960748519,389,0.48625
1.0,0.17763640051767748,0.006039813529746515,390,0.4875
1.0,0.17780505236740757,0.006050535724960208,391,0.48875
1.0,0.17797297407708748,0.006051694223207456,392,0.49
1.0,0.17814017182537265,0.0060597737994688,393,0.49125
1.0,0.17830664796734963,0.0060603867469469705,394,0.4925
1.0,0.1784724079406135,0.006066868115116823,395,0.49375
1.0,0.17863746137498066,0.006084086383854582,396,0.495
1.0,0.1788018051465167,0.0060923263888998025,397,0.49625
1.0,0.17896544117953853,0.006083492619468972,398,0.4975
1.0,0.17912837627571487,0.006084973099181303,399,0.49875
1.0,0.17929061613710912,0.006092652770371452,400,0.5
1.0,0.17945216296209895,0.006092124511726147,401,0.50125
1.0,0.17961302145497635,0.006096156879740299,402,0.5025000000000001
1.0,0.17977319571499828,0.006102077520274598,403,0.50375
1.0,0.17993269301611942,0.006119289895794739,404,0.505
1.0,0.18009151297454373,0.006120557530741812,405,0.50625
1.0,0.18024965977677543,0.006123251860241974,406,0.5075000000000001
1.0,0.18040713988391344,0.006127397575096915,407,0.50875
1.0,0.18056395382403487,0.006128631766294769,408,0.51
1.0,0.18072010338193142,0.006124920767047212,409,0.51125
1.0,0.18087559313179927,0.0061256798866337605,410,0.5125
1.0,0.1810304310324208,0.006138268703808973,411,0.51375
1.0,0.18118461581213194,0.0061311797347077205,412,0.515
1.0,0.1813381674657246,0.006203526215308359,413,0.51625
1.0,0.18149106289926878,0.006143282083458798,414,0.5175
1.0,0.18164331694563968,0.006140736557258216,415,0.51875
1.0,0.1817949364663558,0.006151122089245625,416,0.52
1.0,0.18194593303775297,0.006204001801130822,417,0.52125
1.0,0.18209629723433657,0.006190916099005226,418,0.5225
1.0,0.18224602653779418,0.006153195257063766,419,0.52375
1.0,0.18239515230017114,0.0062430715989551105,420,0.525
1.0,0.1825436571860194,0.006258271949990243,421,0.52625
1.0,0.18269155399413695,0.006327191853139285,422,0.5275
1.0,0.18283884137964618,0.00635903010181003,423,0.52875
1.0,0.18298551861838908,0.0063457838864905075,424,0.53
1.0,0.18313158841823118,0.006352099912608767,425,0.53125
1.0,0.1832770289198881,0.006165513097988407,426,0.5325
1.0,0.1834218705488443,0.006175449456305855,427,0.5337500000000001
1.0,0.18356614135610486,0.00636239099355704,428,0.535
1.0,0.18370981922887672,0.00637004979400219,429,0.53625
1.0,0.18385287847560083,0.006169917059968731,430,0.5375
1.0,0.18399535290844804,0.006174524946803829,431,0.5387500000000001
1.0,0.1841372424920608,0.006173308163094568,432,0.54
1.0,0.18427855748840757,0.00619744346314609,433,0.54125
1.0,0.18441929776628244,0.006215108375645983,434,0.5425
1.0,0.18455945209624275,0.006173332785125094,435,0.5437500000000001
1.0,0.1846990417681008,0.006209044693089326,436,0.545
1.0,0.1848380563604914,0.006175549812933653,437,0.54625
1.0,0.18497651785445923,0.006254308645092898,438,0.5475
1.0,0.18511440346594887,0.006176059802506248,439,0.54875
1.0,0.18525172873343518,0.006178119713163192,440,0.55
1.0,0.1853884984569874,0.0061853805692914255,441,0.55125
1.0,0.1855247267282527,0.006266267527404661,442,0.5525
1.0,0.18566039456855885,0.006205257402889254,443,0.55375
1.0,0.18579552244176611,0.00626490884668,444,0.555
1.0,0.18593011371803905,0.00634969305007252,445,0.55625
1.0,0.1860641604194755,0.0063109499825694665,446,0.5575
1.0,0.18619765493287374,0.006233598804197894,447,0.55875
1.0,0.1863306168989593,0.006249124690296479,448,0.56
1.0,0.1864630461903409,0.006290862323256432,449,0.56125
1.0,0.18659492719120552,0.006178325015930383,450,0.5625
1.0,0.18672628598212293,0.00621812392327889,451,0.56375
1.0,0.18685713541787669,0.006374418149665149,452,0.5650000000000001
1.0,0.18698743647386418,0.006172082671019468,453,0.56625
1.0,0.18711723540171477,0.00632230257758308,454,0.5675
1.0,0.18724649741243618,0.006173418885172218,455,0.56875
1.0,0.18737524288574323,0.0061711644230285165,456,0.5700000000000001
1.0,0.18750347456266245,0.006169355702858309,457,0.57125
1.0,0.1876311957309474,0.006176247153520363,458,0.5725
1.0,0.18775842672595244,0.006321809619072462,459,0.57375
1.0,0.18788513135368468,0.006162991452132488,460,0.5750000000000001
1.0,0.18801133472260864,0.006165872818230974,461,0.57625
1.0,0.18813703713751773,0.006164409316808989,462,0.5775
1.0,0.18826224791137883,0.006214196173534594,463,0.57875
1.0,0.18838695681394346,0.00616501238013238,464,0.58
1.0,0.1885111806852844,0.006234014090290303,465,0.58125
