name,family,components,realizability_margin,exact_beta,exact_gamma_norm,standardized_third_cumulant_norm,standardized_fourth_cumulant_norm,fourth_source_disagreement,tail_disagreement,reconstruction_failure,stage9_fourth_source_error,grad_fourth_source_error,best_algebraic_fourth_source_error,both_algebraic_closures_unsafe,stage9_status,grad_status,source_sensor_active,combined_sensor_active
random_0128,random_multivariate_mixture,2,0.00011335361979825703,-0.12015169345155353,9.883056416400184,5.932571138389856,4.89316523551469,1.2531182831077246,0.09448549252042672,False,3.3565867235878772,0.5597662179359514,0.5597662179359514,True,PASS,PASS,True,True
random_0129,random_multivariate_mixture,3,1.2422440064414114e-06,-0.11025179879086498,9.715564233585566,8.510630182168647,9.897112237332427,1.4993767744468502,0.06742964447354555,False,2.689518998404363,1.0746039884264673,1.0746039884264673,True,PASS,PASS,True,True
random_0130,random_multivariate_mixture,3,0.0006713524832133405,-0.061477639750209444,0.09213987819495739,1.5082774567008619,3.8682645347175373,0.10421363508374953,0.15671553323289783,False,0.09653594545173322,0.043272167124876776,0.043272167124876776,True,PASS,PASS,True,True
random_0131,random_multivariate_mixture,3,1.4885423426361096e-05,-0.11907011158730309,64.25741506629379,5.493035110385656,6.55475004423603,1.5554150537388163,0.05115028295532165,False,12.745653147308566,4.887311452234221,4.887311452234221,True,PASS,PASS,True,True
random_0132,random_multivariate_mixture,2,2.8185924880202493e-05,-0.12239513410416772,134.70308722202026,6.343191763287147,3.4160414630087854,1.2724574089452494,0.020046554450012157,False,6.17257925826199,3.8459337949785826,3.8459337949785826,True,PASS,PASS,True,True
random_0133,random_multivariate_mixture,4,0.00552525645308222,-0.01968003578679474,0.6605652301543605,2.6873821799076736,4.41123470098801,1.3816897655540725,0.618005710225221,False,2.059548154606578,0.47225689370471247,0.47225689370471247,True,PASS,PASS,True,True
random_0134,random_multivariate_mixture,4,0.0448455909541048,-0.015084211918752042,0.4530049781605195,3.24319932538435,6.279480926485934,1.0241032772517324,0.6841607052909313,False,1.9800301332352146,0.3960983168666441,0.3960983168666441,True,PASS,PASS,True,True
random_0135,random_multivariate_mixture,2,0.0046506639893348755,-0.029422056770572566,0.39679247401709317,4.197825261658718,12.776053359302955,0.7183765682417312,0.26757615349485875,False,0.30254288645589295,0.5878130946727989,0.30254288645589295,True,PASS,PASS,True,True
random_0136,random_multivariate_mixture,3,0.00033847158079912274,-0.1070437065090302,0.4204930233547148,1.1930275410518234,9.515286308970703,1.026905298326113,0.3915142420791063,False,1.2508650377049566,0.8033698789799691,0.8033698789799691,True,PASS,PASS,True,True
random_0137,random_multivariate_mixture,2,9.797147531103527e-07,-0.1209864247503987,5.202423145192914,7.840676854533541,5.914298014127409,1.666653346908931,0.11482849402554204,False,11.398388350304469,0.8001639793584171,0.8001639793584171,True,PASS,PASS,True,True
random_0138,random_multivariate_mixture,3,7.779906622045688e-05,-0.034453326440348396,1.9946659391911008,19.128954924156407,186.67036342996366,1.9555121808760096,0.2524917636244734,False,2.7438918625924233,1.1472952905404092,1.1472952905404092,True,PASS,PASS,True,True
random_0139,random_multivariate_mixture,3,0.00011787137556003555,-0.1210516381336605,2.057525571291693,4.671744989663623,8.364472779246729,1.2277661315057045,0.07805446619565523,False,3.0573590142272877,1.1894724529721328,1.1894724529721328,True,PASS,PASS,True,True
random_0140,random_multivariate_mixture,3,0.00038937640268786285,-0.07086002278730057,2.0839262842066173,5.3177098039740205,5.428892514605505,1.4929985241052492,0.4648968167719315,False,3.5960234218743263,0.7607453448435173,0.7607453448435173,True,PASS,PASS,True,True
random_0141,random_multivariate_mixture,3,2.0852677416476686e-05,-0.10015363081046968,246.99330563297545,6.4565099569853865,4.088712153063062,1.8134268484666727,0.14118752888099242,False,178.2802842658098,43.619910002964176,43.619910002964176,True,PASS,PASS,True,True
random_0142,random_multivariate_mixture,4,0.0018915470049138624,-0.0758339416111912,0.7258307355456055,1.1620980794699038,11.1213285916587,0.7696558083272825,0.4759352929959412,False,1.0095370277948679,0.29059638973372975,0.29059638973372975,True,PASS,PASS,True,True
random_0143,random_multivariate_mixture,3,0.00032151870605716474,-0.08950641673268211,0.7151904564122251,4.790676303803677,2.3618157530328565,0.21893564523225326,0.0851049451254516,False,0.6700539670460552,0.857172812758928,0.6700539670460552,True,PASS,PASS,True,True
random_0144,random_multivariate_mixture,4,0.00023995357816963744,-0.10040601826962578,2.4623739076712203,1.1098861718406967,14.507018085916748,0.7688503494313437,0.2642766011269126,False,1.0684512508292339,0.21399950812229016,0.21399950812229016,True,PASS,PASS,True,True
random_0145,random_multivariate_mixture,3,0.0010978256957603928,-0.04929831058137874,0.7482525917489704,2.48302798863028,6.66324495579196,1.0530497625930977,0.7436852836203529,False,3.7081384811803266,0.9137557770249773,0.9137557770249773,True,PASS,PASS,True,True
random_0146,random_multivariate_mixture,2,0.00074167238055189,-0.11374100992233174,5.689450972849623,4.470466153204833,9.221824190808759,1.2774201054380552,0.16812713584096295,False,2.265925774566657,0.4345104852215277,0.4345104852215277,True,PASS,PASS,True,True
random_0147,random_multivariate_mixture,2,0.005873590089014858,-0.0272658490478712,0.32351502698526724,5.82432716868752,40.52068166485557,0.23677929451855967,0.5308458749196283,False,0.5045595784445203,0.7494972439452159,0.5045595784445203,True,PASS,PASS,True,True
random_0148,random_multivariate_mixture,3,0.005455734249251244,-0.059329422566527054,0.2199682810879839,1.521483239673389,4.121365705745152,0.4495069009813068,0.7286703573198113,False,0.35816401476965776,0.1151904481109091,0.1151904481109091,True,PASS,PASS,True,True
