name,family,components,initial_realizability_margin,cubic_beta,gamma_norm,cubic_active,exact_euler_margin,exact_euler_finite,single_gaussian_status,single_gaussian_tail_relative_error,single_gaussian_source_relative_error,single_gaussian_source_direction_cosine,single_gaussian_euler_step_margin,stage9_tensor_mixture_tail_status,stage9_tensor_mixture_tail_tail_relative_error,stage9_tensor_mixture_tail_source_relative_error,stage9_tensor_mixture_tail_source_direction_cosine,stage9_tensor_mixture_tail_euler_step_margin,grad_hyqmom_gqmom_status,grad_hyqmom_gqmom_tail_relative_error,grad_hyqmom_gqmom_source_relative_error,grad_hyqmom_gqmom_source_direction_cosine,grad_hyqmom_gqmom_euler_step_margin,stage9_finite_map_status,stage9_finite_map_margin,guarded_grad_map_status,guarded_grad_map_margin,guarded_grad_map_limiter_fraction
rare_hot_anisotropic_w0.02_r1000,rare_hot_anisotropic,2,0.009592324872423622,-0.007870089210973444,0.0,True,0.009820029195494817,True,PASS,0.9995555778267091,1.521531065438938,-0.9971868008420519,0.009537140443231448,PASS,3.5174273566665586,4.0353182753406145,0.9664332917399073,0.010383571358803844,PASS,0.4934775978885456,0.9894068288156219,0.9963227699872303,0.010035676480566925,PASS,0.00969142580098908,PASS,0.010035075516592776,1.0
rare_hot_anisotropic_w0.005_r4,rare_hot_anisotropic,2,0.22920103765229352,-3.3624709312409746e-06,0.0,True,0.2291399714277426,True,PASS,0.3557740038807118,0.0001440497753366677,0.9999999999455282,0.22913998080045403,PASS,0.21544716652852952,9.170345013482968e-05,0.9999999999575201,0.22913997819540655,PASS,0.23264344649914973,8.94469538651284e-05,0.9999999999730168,0.2291399762095242,PASS,0.2291402846864289,PASS,0.229140283615484,1.0
rare_hot_anisotropic_w0.005_r25,rare_hot_anisotropic,2,0.1605903553813445,-0.00010787346089071957,0.0,True,0.16134470797821765,True,PASS,0.9917227665898827,0.021036332715917413,0.9999986870536041,0.16132819958070158,PASS,0.6975161238890856,0.0158904091732948,0.9999996468226799,0.16133188452957192,PASS,0.7153674137161701,0.014578101640012983,0.9999994575270452,0.16133345422039905,PASS,0.16132750130293544,PASS,0.16132973588701766,1.0
rare_hot_anisotropic_w0.005_r100,rare_hot_anisotropic,2,0.028274543261100984,-0.0009686976698073163,0.0,True,0.028673762983817446,True,PASS,0.9996227183804908,0.3965960711660016,0.9988878502344448,0.0285320857076496,PASS,0.7458392610351877,0.19103183165938212,0.9908610041341177,0.028671632674217296,PASS,0.3726775859309365,0.11987079190581809,0.999782186371454,0.02863078932159643,PASS,0.02856014796525113,PASS,0.028629359540054945,1.0
rare_hot_anisotropic_w0.005_r1000,rare_hot_anisotropic,2,0.0034424861412272892,-0.006024101289470716,0.0,True,0.0036040614300951405,True,PASS,0.9999624320437064,1.8977134283322854,-0.999134537701394,0.0033318201425725914,PASS,6.494971861088938,9.562862116111331,0.9652443682017048,0.00510968373698088,PASS,0.3668054839705716,0.9531785222026881,0.995330700187381,0.0037734368104553767,PASS,0.0034517008884079933,PASS,0.003773204923073741,1.0
counterstream_ma2,near_delta_counterstream,2,0.12228260869565219,-0.041893897084054506,0.0,True,0.12383491738822018,True,PASS,2.7336480729116857,2.0506766963839973,0.9120161967720357,0.1242450702012073,PASS,3.616986226476048e-16,7.772124233265055e-16,1.0,0.12383491738822021,PASS,0.0635388563826319,0.04554810591222908,0.9996301100390511,0.12382622015157979,PASS,0.12383663476432573,PASS,0.12382796037854377,1.0
crossing_ma2,near_delta_crossing,2,0.17817072366258357,-0.02052800957118669,0.0,True,0.1784826892749207,True,PASS,0.7629277173775718,0.5382018660241831,0.9492614492292427,0.17846649829757763,PASS,8.98210887265329e-16,6.037026221094113e-16,1.0,0.1784826892749207,PASS,0.038037861080355256,0.021132976291272833,0.9998618193294984,0.178448572477564,PASS,0.17848410422812483,PASS,0.1784493599313273,1.0
rare_beam_ma2,near_delta_rare_beam,2,0.21062348438313566,-0.001762173657640642,0.07854671237902879,True,0.21070255546618621,True,PASS,0.3456581657733474,0.4392884969627998,0.9933430964414327,0.21070632754224602,PASS,0.018313556321249026,0.04887211539010849,0.9998533077103807,0.21070390914141612,PASS,0.05110550216701157,0.08664029285911885,0.99936047330106,0.2107035354186267,PASS,0.21070385278078632,PASS,0.2107031094509118,1.0
counterstream_ma4,near_delta_counterstream,2,0.01797124600638978,-0.09098286790553654,0.0,True,0.018902255779490475,True,PASS,7.486650059044563,10.717217175739684,0.6179351083597904,0.019234934895120893,PASS,2.0860467181532635e-17,7.113248810105043e-17,1.0,0.01890225577949046,PASS,0.10055553123682975,0.14171483039660307,0.9920241381944919,0.018897999516722604,PASS,0.0189126985746758,PASS,0.018908452997044283,1.0
crossing_ma4,near_delta_crossing,2,0.05625000000000004,-0.06786118866507997,0.0,True,0.05763135205203635,True,PASS,3.6198202019741723,4.078385445703591,0.2777010835693099,0.0580814210716779,PASS,8.650370351133678e-16,8.61956346332897e-16,1.0000000000000002,0.05763135205203655,PASS,0.08961421413436492,0.06953403006209269,0.9975850951687121,0.05762751898969322,PASS,0.05763813055218648,PASS,0.05763431653410492,1.0
rare_beam_ma4,near_delta_rare_beam,2,0.12789491875259038,-0.015434089125285466,0.2729958464039008,True,0.1282196877066284,True,PASS,0.733523693655679,1.2570164519372902,0.990927812745178,0.12841453066560865,PASS,0.18604414699082872,0.10423055780396745,0.9996102254525455,0.12820034594874685,PASS,0.07955021933748198,0.1066574475907978,0.9982743970143472,0.12820773281035852,PASS,0.12826717605190938,PASS,0.12820603977037046,1.0
counterstream_ma8,near_delta_counterstream,2,0.0015116904058048906,-0.11706773112550219,0.0,True,0.0018305044093408715,True,PASS,11.615440212306684,17.530568925794523,0.24344689502644656,0.0018876170913961117,PASS,8.484015839777268e-16,1.5557318979245482e-15,1.0,0.0018305044093408864,PASS,0.04824466700597142,0.07249994975504193,0.9974068789970644,0.0018302763672038125,PASS,0.0018468002177601417,PASS,0.0018465710153933495,1.0
crossing_ma8,near_delta_crossing,2,0.006327334083239602,-0.10724837653517945,0.0,True,0.00697624962876783,True,PASS,8.80968497895442,6.530145017212635,-0.19579352198415415,0.007132235183503289,PASS,5.501949679413096e-16,3.6814230788512725e-16,1.0,0.006976249628767846,PASS,0.07970523448595196,0.03617563387012327,0.9995880990170164,0.00697554339520101,PASS,0.00699254388628931,PASS,0.006991838957072499,1.0
