case,M400_history_error_vs_stage11_particle,M400_history_scramble_relative_spread,final_M400_qmc_mean,final_M400_qmc_sem,final_M400_particle_mean,final_M400_particle_sem,final_M400_difference,final_M400_combined_z,minimum_raw_realizability_margin,maximum_energy_drift
rare_beam_ma20,0.010184504471034715,0.006437144592000241,24.062979793167187,0.017984089794323373,23.610298697034892,0.11418042208124007,0.4526810961322951,3.9163314338166786,0.0006240955606568954,1.0791367799356522e-13
rare_hot_anisotropic_w0.02_r25,0.034527858765370754,0.007668117182238424,3.2843332813798467,0.01471477676631434,2.945329256502708,0.3387508472065071,0.33900402487713865,0.9998045700191333,0.10129563628495641,6.705747068735946e-14
