step,time,mixture_rho,mixture_energy_trace,mixture_M200,mixture_M300,mixture_M400,mixture_M110,mixture_M210,mixture_stress_norm,mixture_qx,mixture_heat_flux_norm,mixture_realizability_margin,gaussian_rho,gaussian_energy_trace,gaussian_M200,gaussian_M300,gaussian_M400,gaussian_M110,gaussian_M210,gaussian_stress_norm,gaussian_qx,gaussian_heat_flux_norm,gaussian_realizability_margin,particle_mean_rho,particle_mean_energy_trace,particle_mean_M200,particle_mean_M300,particle_mean_M400,particle_mean_M110,particle_mean_M210,particle_mean_stress_norm,particle_mean_qx,particle_mean_heat_flux_norm,particle_mean_realizability_margin,particle_sem_rho,particle_sem_energy_trace,particle_sem_M200,particle_sem_M300,particle_sem_M400,particle_sem_M110,particle_sem_M210,particle_sem_stress_norm,particle_sem_qx,particle_sem_heat_flux_norm,particle_sem_realizability_margin
10,0.025,1.0,1.244625,0.5214171242719984,-0.18889394004870477,0.8132516647557688,0.11121522480633901,-0.07236121464624665,0.24705704975574136,-0.031071524058670207,0.03818089528978464,0.2266576805430707,1.0,1.2446250000000003,0.5240088453159041,-0.1888928308254586,0.8565272636266235,0.11389868605763576,-0.07214083845184324,0.2533314320965718,-0.030621155911416575,0.037627479916928566,0.2308759830477133,0.9999999999999646,1.2454233361442442,0.5216004624012105,-0.19054490101140448,0.815592215745091,0.11168008538017414,-0.07369209081674342,0.24778489064343864,-0.03186532511206342,0.03931874214680278,0.22669167543158594,2.866583523299505e-17,0.0008264952159599518,0.0006193226505067596,0.001285824262609894,0.0021776354645226684,0.00024970448950769995,0.0004821430717401799,0.0004991538360434011,0.00048588207254185895,0.0005156594196997043,0.000562272889851895
11,0.0275,1.0,1.2446250000000008,0.5204680353472055,-0.18848957432162777,0.812763606919022,0.11019284046550863,-0.07199788214036926,0.24474471693297006,-0.030978472544894213,0.03806655297116111,0.22820432551508776,1.0,1.2446250000000003,0.5233114467130403,-0.1884647053721886,0.8598787862554064,0.11313507056431128,-0.0717455353371299,0.25162775579905017,-0.030466039398445745,0.03743687171476015,0.2328268651329334,0.9999999999999646,1.2454233361442442,0.5206641908381047,-0.19013657379158075,0.8152845522489166,0.11066379712114625,-0.07334697996271004,0.24544728298394936,-0.03173871806814796,0.03917881986041981,0.2282803843091576,2.866583523299505e-17,0.0008264952159599641,0.0006165677883756605,0.0012544314804182912,0.0021387508529290876,0.0002514890022608393,0.0004653793999772354,0.0005136309967999922,0.00047500349203357544,0.0004965946935338401,0.0006061154851238745
12,0.03,1.0,1.2446250000000012,0.5195289651901897,-0.1880916475005378,0.8122962599569055,0.10918196564350241,-0.0716394068234264,0.24245708304031557,-0.030888115661237298,0.03795552183193874,0.22974010427541075,1.0,1.2446250000000005,0.5226223822232552,-0.1880388147397206,0.8631677992529762,0.11238089352959876,-0.07135331740913907,0.24994458254612262,-0.03031065808577036,0.037245938124954706,0.23476406436980854,0.9999999999999646,1.2454233361442437,0.5197254110315827,-0.18973294563615725,0.8149008573124743,0.10961688371890994,-0.07299597231600471,0.243143632161266,-0.03164745196162857,0.03905606183690675,0.2298404717139871,2.866583523299505e-17,0.0008264952159599643,0.0006199106854155208,0.0012445262395403324,0.0021467829732797496,0.00025392042462290957,0.0004612675182764411,0.0005089770344401796,0.000471038603860652,0.000490708870068384,0.0006114133555374742
13,0.0325,1.0,1.2446250000000016,0.5185998245769811,-0.18770015480574848,0.8118496876062684,0.10818248755776913,-0.07128577280525869,0.24019392298633718,-0.03080046924411405,0.037847821332008716,0.2312650107477493,1.0,1.2446250000000005,0.5219414931754416,-0.18761516573557724,0.8663956078977081,0.11163597250589076,-0.07096417049104448,0.2482815203973924,-0.03015505037089996,0.03705472633062718,0.23668766139495065,0.9999999999999646,1.2454233361442433,0.5188278318600057,-0.18924205423951723,0.8146687914863294,0.10863184921210707,-0.07257892707953195,0.24091690406914204,-0.031486011185607295,0.038858736580099904,0.2313151571640293,2.866583523299505e-17,0.0008264952159599717,0.0006333696036335797,0.0012532715026152413,0.0021814508340703047,0.0002451189665366014,0.0004583249438266857,0.0005107565487311124,0.0004678475838588618,0.0004835692826471399,0.0005993312219975225
14,0.035,1.0,1.2446250000000019,0.5176805247853323,-0.18731509482491332,0.8114239597183402,0.10719429425779015,-0.07093696616842499,0.2379550130594951,-0.0307155515790264,0.03774347394071745,0.23277904017694903,1.0,1.2446250000000003,0.521268624610503,-0.18719376430934095,0.8695634838897225,0.11090012938106485,-0.07057808004462778,0.24663818662066847,-0.029999253280959873,0.03686328183095525,0.23859773630698236,0.9999999999999646,1.2454233361442435,0.5179500160263795,-0.1888113817008504,0.8145791666992508,0.10766859688759384,-0.07220610107784545,0.23871374659255618,-0.03134239029531902,0.038641766634582075,0.23278269897697002,2.866583523299505e-17,0.0008264952159600031,0.0006456568409942514,0.0012721205194217032,0.0022723804534924724,0.00024919699628956943,0.0004700246944715585,0.0005108635737003562,0.000479812654433067,0.0005104893350254389,0.0006300572466964156
15,0.0375,1.0,1.2446250000000023,0.5167709776182524,-0.18693646975084172,0.8110191529587609,0.10621727464853868,-0.07059297510489962,0.23574013098368707,-0.03063338357547981,0.037642505351804405,0.23428218896959874,1.0,1.244625,0.520603625182681,-0.1867746155904055,0.8726726664030598,0.11017319026167127,-0.07019503119258169,0.24501420744615285,-0.029843302519813958,0.036671648499084206,0.24049436875150157,0.9999999999999646,1.2454233361442435,0.5170766431426294,-0.1884434986171145,0.8145231236309627,0.10670732024503989,-0.07185240439106062,0.23654084666242536,-0.031226208142351334,0.03850607181088918,0.23438734000999653,2.866583523299505e-17,0.0008264952159600815,0.0006560786905939555,0.0012953067801169758,0.0022796584425845232,0.00025230972565415773,0.00046078676949921487,0.0005153757191392795,0.0004909603078780906,0.0005157633066012733,0.0006348802894826202
16,0.04,1.0,1.2446250000000025,0.5158710954270079,-0.1865642856396224,0.8106353515656167,0.1052513185133436,-0.07025379006416048,0.23354905597249295,-0.03055398895739542,0.037544944717381394,0.23577445452941032,1.0,1.244625,0.5199463470638785,-0.18635772392408922,0.8757243630990355,0.10945498535969127,-0.06981500873978536,0.2434092178281158,-0.029687232513392014,0.03647986863782537,0.24237763799040216,0.9999999999999646,1.245423336144244,0.5161629329757207,-0.18812531843626068,0.8143257561968749,0.10573382974264348,-0.07148425891856594,0.2342738819548023,-0.03119875024150437,0.03846444757109448,0.2359632777699589,2.866583523299505e-17,0.0008264952159600227,0.0006605342541520191,0.0012918630582458108,0.0023103897477995705,0.0002469301514437755,0.00045188930230712337,0.0005140370200706889,0.000494999540102811,0.0005076758118465508,0.0006393754202192484
17,0.0425,1.0,1.2446250000000023,0.5149807911336778,-0.18619855269062127,0.8102726481722671,0.10429631653625687,-0.0699194039135635,0.2313815687823339,-0.030477394470189906,0.037450824902394216,0.23725583508656345,1.0,1.2446250000000003,0.5192966458508778,-0.1859430929061856,0.8787197511024151,0.10874534888274053,-0.06943799719360166,0.24182286121379695,-0.029531076453298857,0.036287983033243355,0.24424762295843627,0.9999999999999646,1.2454233361442437,0.5153051705509967,-0.18786663761446762,0.8145924787010586,0.10475232508068318,-0.07106149513993547,0.23210301725327456,-0.031157736248441047,0.03835803407545678,0.23754419349020772,2.866583523299505e-17,0.0008264952159600293,0.0006529106272888979,0.0012889397109307167,0.002264011322895657,0.0002440607976109396,0.00045563503219771007,0.0004959161403907712,0.000513194967470613,0.0005390957993541812,0.0006257343017120351
18,0.045,1.0,1.244625000000002,0.5140999782533441,-0.1858392855498685,0.809931144702277,0.10335216032402837,-0.06958981211185972,0.2292374517647573,-0.030403630105651544,0.0373601827609516,0.23872632952011283,1.0,1.2446250000000005,0.5186543804753472,-0.18553072541602633,0.8816599779419693,0.10804411892759826,-0.06906398078324281,0.24025478931927913,-0.02937486633877994,0.036096031006223696,0.24610440230931116,0.9999999999999646,1.2454233361442437,0.5143482739700966,-0.18749103222904492,0.8139933001213236,0.10380274793126851,-0.07066964792265015,0.22983084117594743,-0.031049854260361304,0.03818996514615634,0.23916167242107667,2.866583523299505e-17,0.0008264952159601001,0.0006541113839388259,0.0012977686915928888,0.002192363851692298,0.0002543447103354709,0.00045678675281898606,0.000498282482386875,0.000519088930669425,0.0005367670237774926,0.0005919349364433546
19,0.0475,1.0,1.244625000000002,0.5132285709160157,-0.1854865036382362,0.8096109533443766,0.10241874242779786,-0.06926501289665009,0.22711648891807978,-0.03033272934565461,0.03727305943580357,0.24018593717249317,1.0,1.2446250000000005,0.5180194131165444,-0.1851206236481256,0.884546162456894,0.10735113737694635,-0.0686929434782484,0.23870466191209344,-0.029218633017113752,0.035904050462107207,0.2479480544531475,0.9999999999999646,1.245423336144244,0.5134594540698441,-0.18709268332158183,0.8137893708563841,0.10284694101501116,-0.07033875384647723,0.2276749256420265,-0.0309862628815046,0.03811617388435609,0.24055721542799216,2.866583523299505e-17,0.0008264952159601607,0.000650149511181602,0.0012803470076508706,0.002186252779695435,0.00024996272112226927,0.00045267119842293144,0.0004860562606926287,0.0005294022914933954,0.0005490141306126847,0.0006050386089931763
20,0.05,1.0,1.2446250000000023,0.5123664838883695,-0.18514023150555955,0.8093121976157638,0.10149595636461659,-0.06894500748642936,0.22501846593861136,-0.030264729425569036,0.037189500682019865,0.24163465765506487,1.0,1.2446250000000005,0.5173916091166201,-0.1847127891424721,0.8873793956705138,0.10666624979920843,-0.06832486900611827,0.23717214660032343,-0.02906240622249798,0.03571207793847366,0.24977865758676043,0.9999999999999646,1.2454233361442437,0.512568063737861,-0.1868018548837646,0.8136608707809615,0.10193488505375192,-0.0699977258101227,0.22555576217034023,-0.03094726138189443,0.03804788182443044,0.24217740173452865,2.866583523299505e-17,0.0008264952159601802,0.0006445200749387247,0.0012762558336829473,0.002134834172470423,0.0002495756396688239,0.00045693609622278475,0.0004696806433924672,0.000527388642330227,0.0005365514013288072,0.00059720880157403
