particle_ensemble,M400_history_error_vs_qmc,final_M400_particle_mean,final_M400_particle_sem,final_M400_qmc_mean,final_M400_qmc_sem,final_M400_difference,final_M400_combined_z
16x100k,0.01009168877756358,23.610298697034892,0.11418042208124007,24.062979793167187,0.017984089794323373,-0.4526810961322951,-3.9163314338166786
8x200k,0.010238078631958577,23.346570169754198,0.11080385621702529,24.062979793167187,0.017984089794323373,-0.7164096234129893,-6.382050681606304
